,Unnamed: 0,state,date,retail,grocery,parks,transit,workplaces,residential,fips,cases,deaths
6425,7479,Tennessee,2020-07-07,-1,5,103.0,-9.0,-33,8,47,52643,657
6426,7480,Texas,2020-07-07,-17,-6,3.0,-27.0,-42,15,48,219164,2816
6427,7481,Utah,2020-07-07,-6,11,172.0,-23.0,-40,10,49,26203,194
6428,7482,Vermont,2020-07-07,-1,8,235.0,-19.0,-38,9,50,1254,56
6429,7483,Virginia,2020-07-07,-11,3,102.0,-28.0,-41,12,51,66740,1881
6430,7484,Washington,2020-07-07,-13,0,85.0,-34.0,-45,13,53,39063,1385
6431,7485,West Virginia,2020-07-07,2,9,72.0,17.0,-31,6,54,3505,95
6432,7486,Wisconsin,2020-07-07,-5,7,187.0,-8.0,-34,10,55,35834,817
6433,7487,Wyoming,2020-07-07,18,32,280.0,33.0,-26,4,56,1711,21
6434,7489,Alabama,2020-07-08,-3,3,40.0,1.0,-31,8,1,46962,1058
6435,7490,Alaska,2020-07-08,14,17,91.0,-3.0,-28,8,2,1472,15
6436,7491,Arizona,2020-07-08,-23,-9,-17.0,-28.0,-42,13,4,108710,1973
6437,7492,Arkansas,2020-07-08,0,7,120.0,1.0,-30,7,5,25246,305
6438,7493,California,2020-07-08,-28,-6,12.0,-39.0,-42,14,6,296304,6708
6439,7494,Colorado,2020-07-08,-7,5,111.0,-26.0,-40,10,8,35185,1707
6440,7495,Connecticut,2020-07-08,-10,-4,66.0,-25.0,-39,12,9,47108,4343
6441,7496,Delaware,2020-07-08,-2,4,123.0,-22.0,-36,10,10,12462,515
6442,7497,District of Columbia,2020-07-08,-46,-17,-38.0,-68.0,-59,19,11,10642,564
6443,7498,Florida,2020-07-08,-22,-12,-14.0,-39.0,-36,12,12,223775,3888
6444,7499,Georgia,2020-07-08,-9,-2,41.0,-31.0,-38,11,13,96538,2871
6445,7500,Hawaii,2020-07-08,-33,-18,-37.0,-56.0,-34,13,15,1076,19
6446,7501,Idaho,2020-07-08,7,19,233.0,13.0,-31,6,16,9004,98
6447,7502,Illinois,2020-07-08,-9,1,76.0,-31.0,-39,11,17,151055,7315
6448,7503,Indiana,2020-07-08,3,5,136.0,4.0,-31,8,18,50309,2732
6449,7504,Iowa,2020-07-08,-5,20,170.0,4.0,-30,8,19,32716,739
6450,7505,Kansas,2020-07-08,-4,7,132.0,10.0,-32,7,20,17807,291
6451,7506,Kentucky,2020-07-08,-4,8,97.0,-5.0,-32,8,21,18204,634
6452,7507,Louisiana,2020-07-08,-5,3,15.0,-14.0,-31,8,22,70259,3339
6453,7508,Maine,2020-07-08,5,10,171.0,1.0,-34,8,23,3460,110
6454,7509,Maryland,2020-07-08,-10,0,105.0,-34.0,-43,14,24,71455,3275
6455,7510,Massachusetts,2020-07-08,-14,-5,77.0,-49.0,-45,14,25,110602,8243
6456,7511,Michigan,2020-07-08,1,7,224.0,-12.0,-37,9,26,74660,6266
6457,7512,Minnesota,2020-07-08,-5,6,150.0,-37.0,-39,12,27,39627,1523
6458,7513,Mississippi,2020-07-08,1,2,23.0,3.0,-30,8,28,32888,1188
6459,7514,Missouri,2020-07-08,5,8,82.0,-6.0,-32,6,29,26343,1089
6460,7515,Montana,2020-07-08,13,26,231.0,25.0,-25,4,30,1371,23
6461,7516,Nebraska,2020-07-08,-1,7,142.0,6.0,-32,8,31,20437,291
6462,7517,Nevada,2020-07-08,-12,2,-8.0,-30.0,-37,11,32,24378,556
6463,7518,New Hampshire,2020-07-08,3,7,151.0,-12.0,-36,11,33,5952,386
6464,7519,New Jersey,2020-07-08,-20,0,107.0,-41.0,-43,14,34,175986,15423
6465,7520,New Mexico,2020-07-08,-10,4,32.0,-10.0,-35,11,35,14017,527
6466,7521,New York,2020-07-08,-25,0,46.0,-47.0,-43,13,36,403619,31945
6467,7522,North Carolina,2020-07-08,-10,0,54.0,-23.0,-36,10,37,77661,1470
6468,7523,North Dakota,2020-07-08,7,7,,6.0,-26,6,38,3975,89
6469,7524,Ohio,2020-07-08,-1,5,153.0,-2.0,-34,8,39,60181,2991
6470,7525,Oklahoma,2020-07-08,2,9,84.0,5.0,-30,7,40,17893,407
6471,7526,Oregon,2020-07-08,-7,6,144.0,-19.0,-38,9,41,10872,228
6472,7527,Pennsylvania,2020-07-08,-8,1,76.0,-29.0,-38,10,42,96817,6864
6473,7528,Rhode Island,2020-07-08,1,1,227.0,-36.0,-38,10,44,17204,971
6474,7529,South Carolina,2020-07-08,-5,2,36.0,-1.0,-32,9,45,48909,884
6475,7530,South Dakota,2020-07-08,11,26,323.0,32.0,-26,6,46,7242,98
6476,7531,Tennessee,2020-07-08,-2,6,100.0,-10.0,-32,8,47,54756,678
6477,7532,Texas,2020-07-08,-16,-4,12.0,-27.0,-40,14,48,229116,2935
6478,7533,Utah,2020-07-08,-5,11,166.0,-22.0,-39,10,49,26921,201
6479,7534,Vermont,2020-07-08,-5,4,137.0,-23.0,-37,11,50,1256,56
6480,7535,Virginia,2020-07-08,-10,3,89.0,-28.0,-40,12,51,67375,1905
6481,7536,Washington,2020-07-08,-13,1,124.0,-34.0,-43,11,53,39661,1395
6482,7537,West Virginia,2020-07-08,0,6,72.0,14.0,-30,6,54,3707,95
6483,7538,Wisconsin,2020-07-08,-1,10,233.0,-6.0,-33,9,55,36526,818
6484,7539,Wyoming,2020-07-08,17,32,312.0,30.0,-25,4,56,1740,21
6485,7541,Alabama,2020-07-09,-6,4,43.0,2.0,-30,9,1,49174,1068
6486,7542,Alaska,2020-07-09,11,17,157.0,1.0,-28,7,2,1521,15
6487,7543,Arizona,2020-07-09,-23,-9,-15.0,-30.0,-42,13,4,112783,2047
6488,7544,Arkansas,2020-07-09,-5,4,87.0,0.0,-31,8,5,26052,309
6489,7545,California,2020-07-09,-28,-5,9.0,-40.0,-42,14,6,303516,6825
6490,7546,Colorado,2020-07-09,-7,7,120.0,-26.0,-40,10,8,35604,1707
6491,7547,Connecticut,2020-07-09,-7,-1,117.0,-22.0,-37,11,9,47209,4348
6492,7548,Delaware,2020-07-09,0,7,117.0,-20.0,-36,10,10,12531,517
6493,7549,District of Columbia,2020-07-09,-48,-19,-34.0,-68.0,-60,20,11,10679,568
6494,7550,Florida,2020-07-09,-22,-10,-12.0,-39.0,-36,12,12,232710,4008
6495,7551,Georgia,2020-07-09,-10,-1,21.0,-32.0,-38,12,13,98693,2880
6496,7552,Hawaii,2020-07-09,-33,-19,-41.0,-57.0,-34,14,15,1112,19
6497,7553,Idaho,2020-07-09,6,19,260.0,13.0,-32,6,16,9598,101
6498,7554,Illinois,2020-07-09,-11,2,67.0,-32.0,-38,11,17,152188,7333
6499,7555,Indiana,2020-07-09,2,9,146.0,5.0,-31,8,18,50829,2739
6500,7556,Iowa,2020-07-09,-7,11,153.0,0.0,-32,9,19,33316,742
6501,7557,Kansas,2020-07-09,-9,-1,123.0,6.0,-34,10,20,18031,294
6502,7558,Kentucky,2020-07-09,-5,9,94.0,-6.0,-33,8,21,18576,640
6503,7559,Louisiana,2020-07-09,-8,3,12.0,-16.0,-31,9,22,72102,3355
6504,7560,Maine,2020-07-09,8,16,320.0,9.0,-31,6,23,3486,111
6505,7561,Maryland,2020-07-09,-11,0,111.0,-34.0,-43,14,24,72037,3288
6506,7562,Massachusetts,2020-07-09,-12,-3,125.0,-47.0,-44,13,25,110897,8268
6507,7563,Michigan,2020-07-09,-1,6,218.0,-14.0,-37,9,26,75247,6275
6508,7564,Minnesota,2020-07-09,-8,6,147.0,-37.0,-39,12,27,40201,1528
6509,7565,Mississippi,2020-07-09,-2,3,38.0,3.0,-29,8,28,33591,1204
6510,7566,Missouri,2020-07-09,-3,7,107.0,-9.0,-33,8,29,27301,1095
6511,7567,Montana,2020-07-09,13,27,252.0,27.0,-25,3,30,1466,25
6512,7568,Nebraska,2020-07-09,-3,5,160.0,9.0,-32,9,31,20658,294
6513,7569,Nevada,2020-07-09,-14,0,-14.0,-32.0,-38,11,32,25055,574
6514,7570,New Hampshire,2020-07-09,4,10,299.0,-11.0,-34,9,33,5973,387
6515,7571,New Jersey,2020-07-09,-18,4,154.0,-40.0,-43,13,34,176217,15448
6516,7572,New Mexico,2020-07-09,-10,4,37.0,-9.0,-37,11,35,14251,533
6517,7573,New York,2020-07-09,-23,3,77.0,-45.0,-42,12,36,404207,31979
6518,7574,North Carolina,2020-07-09,-10,2,58.0,-23.0,-35,10,37,79564,1487
6519,7575,North Dakota,2020-07-09,6,7,206.0,2.0,-26,5,38,4074,89
6520,7576,Ohio,2020-07-09,-4,6,149.0,-4.0,-34,9,39,61331,3006
6521,7577,Oklahoma,2020-07-09,-2,6,67.0,3.0,-32,8,40,18496,410
6522,7578,Oregon,2020-07-09,-10,4,106.0,-21.0,-38,9,41,11247,233
6523,7579,Pennsylvania,2020-07-09,-8,3,105.0,-28.0,-38,10,42,97634,6895
6524,7580,Rhode Island,2020-07-09,1,0,345.0,-32.0,-38,9,44,17243,974
6525,7581,South Carolina,2020-07-09,-5,3,45.0,-2.0,-31,9,45,50691,905
6526,7582,South Dakota,2020-07-09,11,27,343.0,38.0,-26,6,46,7336,101
6527,7583,Tennessee,2020-07-09,-4,4,89.0,-10.0,-32,8,47,56531,700
6528,7584,Texas,2020-07-09,-16,-5,19.0,-27.0,-41,14,48,240025,3037
6529,7585,Utah,2020-07-09,-7,11,168.0,-23.0,-39,10,49,27632,205
6530,7586,Vermont,2020-07-09,-5,5,216.0,-25.0,-35,9,50,1272,56
6531,7587,Virginia,2020-07-09,-11,1,85.0,-30.0,-40,12,51,67988,1937
6532,7588,Washington,2020-07-09,-15,1,87.0,-36.0,-43,12,53,40369,1410
6533,7589,West Virginia,2020-07-09,-2,7,68.0,15.0,-30,7,54,3826,95
6534,7590,Wisconsin,2020-07-09,-6,6,147.0,-9.0,-33,11,55,37358,821
6535,7591,Wyoming,2020-07-09,17,32,313.0,39.0,-26,4,56,1774,21
6536,7593,Alabama,2020-07-10,-10,0,45.0,-1.0,-31,9,1,50508,1104
6537,7594,Alaska,2020-07-10,8,13,172.0,4.0,-26,6,2,1579,15
6538,7595,Arizona,2020-07-10,-27,-10,-21.0,-32.0,-41,14,4,116947,2093
6539,7596,Arkansas,2020-07-10,-5,4,126.0,-1.0,-30,7,5,26803,313
6540,7597,California,2020-07-10,-31,-6,6.0,-41.0,-41,14,6,311505,6936
6541,7598,Colorado,2020-07-10,-13,5,98.0,-26.0,-39,9,8,36210,1724
6542,7599,Connecticut,2020-07-10,-18,-6,27.0,-30.0,-38,14,9,47287,4348
6543,7600,Delaware,2020-07-10,-18,-11,14.0,-37.0,-38,16,10,12652,517
6544,7601,District of Columbia,2020-07-10,-49,-19,-35.0,-66.0,-57,19,11,10743,568
6545,7602,Florida,2020-07-10,-25,-12,-19.0,-42.0,-37,13,12,244143,4101
6546,7603,Georgia,2020-07-10,-13,-4,68.0,-31.0,-37,10,13,103597,2915
6547,7604,Hawaii,2020-07-10,-34,-18,-35.0,-56.0,-32,13,15,1139,19
6548,7605,Idaho,2020-07-10,-1,16,238.0,14.0,-32,5,16,10073,101
6549,7606,Illinois,2020-07-10,-13,0,88.0,-28.0,-38,10,17,153406,7349
6550,7607,Indiana,2020-07-10,-3,2,161.0,5.0,-31,8,18,51567,2748
6551,7608,Iowa,2020-07-10,-3,19,234.0,7.0,-29,5,19,34232,748
6552,7609,Kansas,2020-07-10,-6,-2,164.0,12.0,-30,5,20,18799,294
6553,7610,Kentucky,2020-07-10,-10,5,127.0,-4.0,-33,8,21,19076,647
6554,7611,Louisiana,2020-07-10,-14,-2,4.0,-20.0,-32,10,22,74744,3380
6555,7612,Maine,2020-07-10,-2,9,240.0,-1.0,-33,7,23,3499,111
6556,7613,Maryland,2020-07-10,-16,-4,86.0,-34.0,-42,15,24,72503,3303
6557,7614,Massachusetts,2020-07-10,-19,-6,55.0,-48.0,-44,15,25,111110,8296
6558,7615,Michigan,2020-07-10,-14,-5,153.0,-17.0,-37,12,26,75871,6288
6559,7616,Minnesota,2020-07-10,-11,7,193.0,-35.0,-38,10,27,40805,1533
6560,7617,Mississippi,2020-07-10,-8,-3,30.0,1.0,-30,8,28,34622,1215
6561,7618,Missouri,2020-07-10,0,3,153.0,-3.0,-24,6,29,28060,1107
6562,7619,Montana,2020-07-10,2,24,205.0,28.0,-27,4,30,1593,28
6563,7620,Nebraska,2020-07-10,-5,6,167.0,10.0,-31,7,31,20834,294
6564,7621,Nevada,2020-07-10,-17,-2,-19.0,-35.0,-37,12,32,25961,581
6565,7622,New Hampshire,2020-07-10,-5,5,211.0,-20.0,-35,11,33,5991,390
6566,7623,New Jersey,2020-07-10,-39,-16,-6.0,-49.0,-45,20,34,176575,15479
6567,7624,New Mexico,2020-07-10,-15,5,26.0,-12.0,-34,10,35,14549,539
6568,7625,New York,2020-07-10,-37,-13,-8.0,-53.0,-44,17,36,404997,32004
6569,7626,North Carolina,2020-07-10,-12,0,85.0,-21.0,-34,9,37,81737,1503
6570,7627,North Dakota,2020-07-10,-5,1,203.0,6.0,-25,6,38,4158,89
6571,7628,Ohio,2020-07-10,-11,-1,153.0,-4.0,-34,9,39,62856,3032
6572,7629,Oklahoma,2020-07-10,-8,1,54.0,1.0,-31,9,40,19092,416
6573,7630,Oregon,2020-07-10,-14,3,117.0,-19.0,-37,8,41,11501,235
6574,7631,Pennsylvania,2020-07-10,-22,-10,43.0,-36.0,-38,13,42,98574,6929
6575,7632,Rhode Island,2020-07-10,-9,-3,141.0,-40.0,-37,12,44,17312,976
6576,7633,South Carolina,2020-07-10,-9,2,48.0,2.0,-32,8,45,52419,929
6577,7634,South Dakota,2020-07-10,7,29,346.0,38.0,-24,6,46,7401,107
6578,7635,Tennessee,2020-07-10,-9,1,89.0,-10.0,-32,8,47,58224,713
6579,7636,Texas,2020-07-10,-20,-6,2.0,-29.0,-40,14,48,249948,3129
6580,7637,Utah,2020-07-10,-13,10,153.0,-22.0,-38,9,49,28452,207
6581,7638,Vermont,2020-07-10,-13,-1,174.0,-32.0,-38,10,50,1277,56
6582,7639,Virginia,2020-07-10,-15,-2,89.0,-29.0,-39,12,51,68931,1958
6583,7640,Washington,2020-07-10,-17,0,137.0,-32.0,-42,10,53,41090,1426
6584,7641,West Virginia,2020-07-10,-10,-1,76.0,20.0,-30,8,54,3983,95
6585,7642,Wisconsin,2020-07-10,-7,7,238.0,-1.0,-32,9,55,38414,825
6586,7643,Wyoming,2020-07-10,8,30,,49.0,-26,4,56,1790,21
6587,7645,Alabama,2020-07-11,-11,5,70.0,17.0,-8,3,1,51947,1114
6588,7646,Alaska,2020-07-11,5,18,169.0,12.0,-8,1,2,1656,15
6589,7647,Arizona,2020-07-11,-32,-12,-37.0,-33.0,-19,9,4,119991,2158
6590,7648,Arkansas,2020-07-11,-12,6,89.0,6.0,-9,3,5,27864,319
6591,7649,California,2020-07-11,-33,-5,3.0,-35.0,-17,8,6,320030,7012
6592,7650,Colorado,2020-07-11,-18,4,82.0,-20.0,-13,3,8,36633,1725
6593,7651,Connecticut,2020-07-11,-13,-5,166.0,-16.0,-11,4,9,47287,4348
6594,7652,Delaware,2020-07-11,-6,7,,-5.0,-7,4,10,12743,517
6595,7653,District of Columbia,2020-07-11,-52,-14,-25.0,-59.0,-20,7,11,10801,568
6596,7654,Florida,2020-07-11,-28,-13,-26.0,-44.0,-18,7,12,254503,4196
6597,7655,Georgia,2020-07-11,-14,-2,67.0,-25.0,-12,4,13,106574,2946
6598,7656,Hawaii,2020-07-11,-37,-19,-29.0,-60.0,-24,8,15,1181,19
6599,7657,Idaho,2020-07-11,-7,17,,26.0,-9,0,16,10584,102
6600,7658,Illinois,2020-07-11,-16,3,128.0,-13.0,-9,2,17,154530,7372
6601,7659,Indiana,2020-07-11,-5,7,277.0,20.0,-8,0,18,52358,2756
6602,7660,Iowa,2020-07-11,-12,19,230.0,12.0,-3,1,19,34695,748
6603,7661,Kansas,2020-07-11,-18,0,176.0,14.0,-7,3,20,18983,294
6604,7662,Kentucky,2020-07-11,-12,9,211.0,11.0,-9,1,21,19530,647
6605,7663,Louisiana,2020-07-11,-18,1,-5.0,-13.0,-17,5,22,76911,3403
6606,7664,Maine,2020-07-11,-4,7,168.0,10.0,-10,3,23,3520,112
6607,7665,Maryland,2020-07-11,-17,-1,169.0,-20.0,-11,4,24,73060,3310
6608,7666,Massachusetts,2020-07-11,-20,-9,133.0,-33.0,-15,5,25,111398,8310
6609,7667,Michigan,2020-07-11,-12,6,355.0,2.0,-5,0,26,76499,6316
6610,7668,Minnesota,2020-07-11,-19,4,134.0,-30.0,-7,4,27,41609,1537
6611,7669,Mississippi,2020-07-11,-9,1,42.0,10.0,-12,3,28,35419,1230
6612,7670,Missouri,2020-07-11,-13,7,149.0,-4.0,-8,1,29,28649,1112
6613,7671,Montana,2020-07-11,-2,28,235.0,38.0,-10,-2,30,1677,29
6614,7672,Nebraska,2020-07-11,-11,6,217.0,15.0,-7,1,31,21035,296
6615,7673,Nevada,2020-07-11,-23,-2,-30.0,-33.0,-25,7,32,26912,592
6616,7674,New Hampshire,2020-07-11,-8,2,138.0,-17.0,-11,4,33,6024,391
6617,7675,New Jersey,2020-07-11,-24,3,133.0,-29.0,-10,5,34,176906,15525
6618,7676,New Mexico,2020-07-11,-22,-1,20.0,-11.0,-14,6,35,14773,543
6619,7677,New York,2020-07-11,-29,-1,48.0,-39.0,-16,6,36,405724,32019
6620,7678,North Carolina,2020-07-11,-14,2,100.0,-12.0,-11,3,37,83996,1520
6621,7679,North Dakota,2020-07-11,-12,1,237.0,2.0,-5,0,38,4247,91
6622,7680,Ohio,2020-07-11,-12,3,249.0,7.0,-10,1,39,64214,3036
6623,7681,Oklahoma,2020-07-11,-13,5,70.0,5.0,-10,3,40,19779,421
6624,7682,Oregon,2020-07-11,-19,3,147.0,-8.0,-13,3,41,11851,235
6625,7683,Pennsylvania,2020-07-11,-17,0,121.0,-16.0,-12,3,42,99252,6945
6626,7684,Rhode Island,2020-07-11,-10,-3,315.0,-27.0,-13,4,44,17312,976
6627,7685,South Carolina,2020-07-11,-11,5,79.0,11.0,-10,3,45,54699,951
6628,7686,South Dakota,2020-07-11,1,30,313.0,45.0,-6,1,46,7454,109
6629,7687,Tennessee,2020-07-11,-11,6,141.0,0.0,-9,1,47,59981,728
6630,7688,Texas,2020-07-11,-24,-6,-6.0,-25.0,-16,7,48,258280,3206
6631,7689,Utah,2020-07-11,-21,5,151.0,-13.0,-10,2,49,29071,212
6632,7690,Vermont,2020-07-11,-17,-4,119.0,-41.0,-18,5,50,1283,56
6633,7691,Virginia,2020-07-11,-17,3,118.0,-15.0,-12,3,51,69782,1962
6634,7692,Washington,2020-07-11,-24,-3,114.0,-21.0,-15,4,53,41326,1426
6635,7693,West Virginia,2020-07-11,-9,8,153.0,43.0,-9,1,54,4146,96
6636,7694,Wisconsin,2020-07-11,-10,13,294.0,10.0,-3,1,55,39095,829
6637,7695,Wyoming,2020-07-11,7,31,328.0,51.0,-8,-1,56,1839,21
6638,7697,Alabama,2020-07-12,-16,-4,29.0,5.0,-18,5,1,53587,1121
6639,7698,Alaska,2020-07-12,19,20,190.0,9.0,-8,0,2,1772,15
6640,7699,Arizona,2020-07-12,-29,-14,-33.0,-33.0,-20,7,4,122479,2239
6641,7700,Arkansas,2020-07-12,-5,8,93.0,4.0,-14,2,5,28367,321
6642,7701,California,2020-07-12,-32,-9,11.0,-36.0,-18,7,6,327676,7042
6643,7702,Colorado,2020-07-12,-11,2,88.0,-22.0,-14,2,8,36933,1726
6644,7703,Connecticut,2020-07-12,-9,-8,167.0,-13.0,-8,2,9,47287,4348
6645,7704,Delaware,2020-07-12,-6,4,151.0,-14.0,-10,2,10,12804,517
6646,7705,District of Columbia,2020-07-12,-51,-21,-20.0,-61.0,-24,7,11,10847,568
6647,7706,Florida,2020-07-12,-26,-13,-19.0,-44.0,-21,7,12,269803,4241
6648,7707,Georgia,2020-07-12,-16,-6,49.0,-32.0,-19,5,13,108389,2951
6649,7708,Hawaii,2020-07-12,-36,-23,-27.0,-62.0,-25,8,15,1201,19
6650,7709,Idaho,2020-07-12,9,20,299.0,31.0,-13,-1,16,10971,102
6651,7710,Illinois,2020-07-12,-12,-2,183.0,-18.0,-12,1,17,155355,7391
6652,7711,Indiana,2020-07-12,-2,5,212.0,14.0,-11,0,18,52892,2760
6653,7712,Iowa,2020-07-12,0,27,283.0,10.0,-5,-1,19,35410,752
6654,7713,Kansas,2020-07-12,-5,0,119.0,17.0,-10,1,20,19295,300
6655,7714,Kentucky,2020-07-12,-10,3,122.0,1.0,-14,2,21,19762,649
6656,7715,Louisiana,2020-07-12,-17,0,-5.0,-19.0,-20,4,22,78230,3416
6657,7716,Maine,2020-07-12,11,20,303.0,27.0,-3,-1,23,3539,114
6658,7717,Maryland,2020-07-12,-16,-4,152.0,-24.0,-14,5,24,73705,3319
6659,7718,Massachusetts,2020-07-12,-14,-10,149.0,-34.0,-12,2,25,111597,8325
6660,7719,Michigan,2020-07-12,-2,5,363.0,0.0,-8,-1,26,76936,6317
6661,7720,Minnesota,2020-07-12,-7,7,263.0,-29.0,-8,-1,27,42319,1540
6662,7721,Mississippi,2020-07-12,-7,-1,35.0,4.0,-17,4,28,36287,1249
6663,7722,Missouri,2020-07-12,-2,8,133.0,-3.0,-9,0,29,29173,1113
6664,7723,Montana,2020-07-12,10,29,205.0,46.0,-8,-2,30,1758,29
6665,7724,Nebraska,2020-07-12,-5,4,207.0,15.0,-7,0,31,21214,296
6666,7725,Nevada,2020-07-12,-21,-6,-19.0,-36.0,-26,6,32,27745,593
6667,7726,New Hampshire,2020-07-12,0,1,227.0,-4.0,-7,0,33,6054,391
6668,7727,New Jersey,2020-07-12,-22,-2,224.0,-28.0,-11,3,34,177245,15525
6669,7728,New Mexico,2020-07-12,-17,-1,19.0,-12.0,-14,5,35,15028,545
6670,7729,New York,2020-07-12,-23,-3,141.0,-35.0,-16,2,36,406403,32029
6671,7730,North Carolina,2020-07-12,-13,-1,67.0,-19.0,-16,3,37,85831,1532
6672,7731,North Dakota,2020-07-12,0,4,283.0,8.0,-7,-4,38,4338,91
6673,7732,Ohio,2020-07-12,-8,1,224.0,2.0,-11,1,39,65592,3058
6674,7733,Oklahoma,2020-07-12,-6,4,55.0,7.0,-12,2,40,20235,422
6675,7734,Oregon,2020-07-12,-9,2,103.0,-8.0,-16,2,41,12170,237
6676,7735,Pennsylvania,2020-07-12,-11,-2,166.0,-18.0,-13,1,42,99794,6950
6677,7736,Rhode Island,2020-07-12,0,-5,351.0,-15.0,-8,1,44,17312,976
6678,7737,South Carolina,2020-07-12,-10,2,60.0,11.0,-16,4,45,56648,961
6679,7738,South Dakota,2020-07-12,18,38,440.0,50.0,-2,-3,46,7499,109
6680,7739,Tennessee,2020-07-12,-11,1,64.0,-10.0,-17,4,47,61106,731
6681,7740,Texas,2020-07-12,-22,-10,-15.0,-30.0,-18,7,48,264811,3246
6682,7741,Utah,2020-07-12,-7,11,142.0,-13.0,-19,1,49,29552,215
6683,7742,Vermont,2020-07-12,-9,3,164.0,-44.0,-14,1,50,1296,56
6684,7743,Virginia,2020-07-12,-15,-2,104.0,-22.0,-15,4,51,70670,1966
6685,7744,Washington,2020-07-12,-11,-2,89.0,-22.0,-16,3,53,42181,1438
6686,7745,West Virginia,2020-07-12,-2,10,134.0,38.0,-11,1,54,4244,96
6687,7746,Wisconsin,2020-07-12,3,11,355.0,8.0,-4,-1,55,39901,828
6688,7747,Wyoming,2020-07-12,18,35,312.0,43.0,-10,-2,56,1862,21
6689,7749,Alabama,2020-07-13,-6,1,41.0,0.0,-30,8,1,55545,1124
6690,7750,Alaska,2020-07-13,18,15,192.0,6.0,-28,6,2,1843,15
6691,7751,Arizona,2020-07-13,-23,-12,-19.0,-32.0,-42,12,4,123917,2250
6692,7752,Arkansas,2020-07-13,-4,4,69.0,-1.0,-31,8,5,28939,323
6693,7753,California,2020-07-13,-27,-8,7.0,-41.0,-42,13,6,336206,7086
6694,7754,Colorado,2020-07-13,-8,2,100.0,-27.0,-36,9,8,37303,1728
6695,7755,Connecticut,2020-07-13,-6,-3,102.0,-23.0,-38,10,9,47510,4371
6696,7756,Delaware,2020-07-13,-1,4,106.0,-24.0,-35,9,10,12879,517
6697,7757,District of Columbia,2020-07-13,-48,-23,-35.0,-67.0,-59,20,11,10906,568
6698,7758,Florida,2020-07-13,-22,-12,-19.0,-41.0,-37,11,12,282427,4276
6699,7759,Georgia,2020-07-13,-10,-1,48.0,-34.0,-38,10,13,111937,2972
6700,7760,Hawaii,2020-07-13,-34,-21,-42.0,-54.0,-34,12,15,1222,21
6701,7761,Idaho,2020-07-13,7,16,254.0,12.0,-28,3,16,11531,102
6702,7762,Illinois,2020-07-13,-9,-1,103.0,-33.0,-39,10,17,156288,7398
6703,7763,Indiana,2020-07-13,4,5,157.0,3.0,-30,7,18,53327,2762
6704,7764,Iowa,2020-07-13,-4,19,199.0,0.0,-30,7,19,35631,755
6705,7765,Kansas,2020-07-13,-8,-2,113.0,3.0,-32,8,20,20265,301
6706,7766,Kentucky,2020-07-13,-5,5,99.0,-8.0,-32,8,21,20127,656
6707,7767,Louisiana,2020-07-13,-13,-5,-4.0,-20.0,-31,9,22,79935,3423
6708,7768,Maine,2020-07-13,7,15,212.0,0.0,-32,7,23,3558,114
6709,7769,Maryland,2020-07-13,-12,-5,88.0,-37.0,-43,14,24,74124,3325
6710,7770,Massachusetts,2020-07-13,-12,-7,79.0,-50.0,-45,13,25,111827,8330
6711,7771,Michigan,2020-07-13,-1,3,246.0,-14.0,-36,8,26,77354,6324
6712,7772,Minnesota,2020-07-13,-5,6,177.0,-38.0,-38,10,27,42810,1542
6713,7773,Mississippi,2020-07-13,1,2,25.0,1.0,-29,7,28,36680,1250
6714,7774,Missouri,2020-07-13,-3,6,104.0,-14.0,-33,8,29,29781,1126
6715,7775,Montana,2020-07-13,15,26,237.0,27.0,-25,3,30,1908,32
6716,7776,Nebraska,2020-07-13,-1,5,154.0,4.0,-31,7,31,21444,298
6717,7777,Nevada,2020-07-13,-16,-3,-18.0,-35.0,-38,11,32,28597,596
6718,7778,New Hampshire,2020-07-13,3,4,186.0,-18.0,-35,10,33,6068,391
6719,7779,New Jersey,2020-07-13,-17,1,137.0,-42.0,-42,13,34,177469,15560
6720,7780,New Mexico,2020-07-13,-14,2,18.0,-14.0,-37,11,35,15291,548
6721,7781,New York,2020-07-13,-23,-2,58.0,-47.0,-43,12,36,406962,32075
6722,7782,North Carolina,2020-07-13,-9,2,77.0,-23.0,-35,9,37,87653,1547
6723,7783,North Dakota,2020-07-13,5,4,160.0,0.0,-26,6,38,4446,91
6724,7784,Ohio,2020-07-13,-3,2,164.0,-5.0,-33,8,39,66853,3064
6725,7785,Oklahoma,2020-07-13,-4,2,36.0,-1.0,-32,8,40,20745,424
6726,7786,Oregon,2020-07-13,-6,3,138.0,-20.0,-37,8,41,12511,240
6727,7787,Pennsylvania,2020-07-13,-8,-1,99.0,-31.0,-37,9,42,100378,6955
6728,7788,Rhode Island,2020-07-13,1,-3,247.0,-37.0,-37,9,44,17487,984
6729,7789,South Carolina,2020-07-13,-6,3,55.0,-4.0,-30,8,45,58168,972
6730,7790,South Dakota,2020-07-13,15,27,350.0,36.0,-24,5,46,7524,109
6731,7791,Tennessee,2020-07-13,-3,1,92.0,-12.0,-32,8,47,63615,738
6732,7792,Texas,2020-07-13,-18,-8,-7.0,-30.0,-41,13,48,273732,3313
6733,7793,Utah,2020-07-13,-6,8,133.0,-23.0,-39,9,49,30282,216
6734,7794,Vermont,2020-07-13,-3,4,170.0,-26.0,-36,9,50,1301,56
6735,7795,Virginia,2020-07-13,-12,-2,75.0,-32.0,-39,12,51,71642,1968
