"","can_party","general_votes","ttl_disb","state","lamvotes","tvotes","tdisb","disb","votes"
"217","REP",194596,1918372.99,"NJ",5218.19993226704,0.734482850362051,0.678627248586466,14.4669879837151,37867603216
"218","REP",211992,665374.49,"NJ",5526.39556937077,0.941827976150446,-0.336095318831361,13.4081053039897,44940608064
"219","REP",157690,4361463.81,"NJ",4532.21999954823,0.0986522647241038,0.995121967733004,15.2883182952169,24866136100
"220","REP",91908,75669.78,"NJ",3156.21510889223,-0.57259023132789,-0.819841708494922,11.2341341523234,8447080464
"221","REP",185850,1278475.07,"NJ",5059.83119038536,0.969387138442092,0.245537320631817,14.0611785741099,34540222500
"222","REP",65376,99778.6,"NJ",2511.87203108336,-0.750941066465164,-0.660369226036588,11.5107090104487,4274021376
"223","REP",194299,1672002.44,"NJ",5212.86103347937,0.836789322175748,0.547525004262502,14.3295325319559,37752101401
"224","REP",143515,975999.4,"NM",4254.94618211813,0.688336516607452,-0.725391508018062,13.7912172506409,20596555225
"225","REP",102730,98904.39,"NM",3400.72736147275,-0.47722357853458,-0.878781916114942,11.5019089048967,10553452900
"226","REP",158409,4086326.31,"NY",4546.05972016504,0.111275702192323,0.993789574357472,15.2231569116703,25093411281
"227","REP",23327,4086326.31,"NY",1258.56580267613,-0.509610884095397,0.860404989996866,15.2231569116703,544148929
"228","REP",843,4086326.31,"NY",134.723948616223,-0.578658562423903,0.815569903891446,15.2231569116703,710649
"229","REP",5920,4086326.31,"NY",501.290643080727,-0.564028154169318,0.825755557840425,15.2231569116703,35046400
"230","REP",157571,1310730.13,"NY",4529.92741330336,0.819150880831033,0.573578097937624,14.0860948910599,24828620041
"231","REP",21810,1310730.13,"NY",1203.05652321556,-0.992212833747611,0.124553974430909,14.0860948910599,475676100
"232","REP",2125,1310730.13,"NY",251.586214202641,-0.994303030198034,0.106590262871464,14.0860948910599,4515625
"233","REP",133954,1148691.2,"NY",4062.80512394329,-0.587943516927572,0.808901984731672,13.9541337652702,17943674116
"234","REP",1940,1148691.2,"NY",236.603603588934,-0.999539642131505,0.0303398056622327,13.9541337652702,3763600
"235","REP",16410,1148691.2,"NY",994.022779994721,-0.999422565849043,0.0339784471645626,13.9541337652702,269288100
"236","REP",111246,445990.22,"NY",3587.19584028771,-0.532740598790987,-0.846278591481446,13.0080523025107,12375672516
"237","REP",14137,445990.22,"NY",899.38251473321,-0.948980031716292,-0.31533616887973,13.0080523025107,199854769
"238","REP",1055,445990.22,"NY",156.816003276346,-0.957747862123034,-0.287609166402529,13.0080523025107,1113025
"239","REP",26791,63494.17,"NY",1381.04768982816,-0.860375867700331,-0.509660049718342,11.0587033696423,717757681
